Name,KNeighborsRegressor,XGBRegressor,Majority
149700,149700.0,148070.1,148070.09375
197000,197000.0,188563.19,188563.1875
191000,175890.8842664091,207445.06,175890.8842664091
149300,145150.0,146828.28,145150.0
310000,310000.0,314434.22,310000.0
121000,121000.0,120187.69,120187.6875
179600,179600.0,188249.55,179600.0
129000,129000.0,126653.69,126653.6875
157900,142560.49001496835,155314.11,142560.49001496835
240000,240000.0,245451.8,240000.0
112000,112000.0,111819.914,111819.9140625
92000,92000.0,91224.445,91224.4453125
136000,136000.0,139730.55,136000.0
287090,287090.0,285163.47,285163.46875
145000,145000.0,139118.83,139118.828125
84500,84500.0,89541.03,84500.0
185000,185000.0,184664.3,184664.296875
175000,175000.0,175334.62,175000.0
210000,210000.0,203345.84,203345.84375
266500,266500.0,267039.56,266500.0
142125,136838.79122415787,127262.664,127262.6640625
147500,147500.0,145879.27,145879.265625
